,omega_0 [rad/s],zeta_a [m],eta_3a [m],eta_5a [rad],mu_ua [-]
186,3.672089,1.0,(-0.04352920308396868+0.0036728916109476013j),(0.005156228408587699+0.003832084429120161j),(1.4659044676293214-0.574785631665572j)
187,3.682632,1.0,(-0.04482038080259944+0.0025168789145267405j),(0.00493882321390798+0.003956768573197359j),(1.5600924853805596-0.5400953563208529j)
188,3.693148,1.0,(-0.04586336510325503+0.0013769811927279614j),(0.004699964150407797+0.004061926829736842j),(1.6466906988207235-0.50318183480804j)
189,3.703637,1.0,(-0.04665558560054522+0.0002584598399933652j),(0.004440925235189401+0.004147183526468307j),(1.7251810057475154-0.4642112342904925j)
190,3.7141,1.0,(-0.047195763123303446-0.0008337191285108822j),(0.004163031351758342+0.004212262218051764j),(1.7950918310626682-0.42335571970199815j)
191,3.724537,1.0,(-0.04748384283590944-0.0018947437010036186j),(0.0038677126602639986+0.004256969026795319j),(1.8559841370001964-0.38079729181590816j)
192,3.734947,1.0,(-0.047521016906793015-0.0029199310696806256j),(0.0035564974434510216+0.004281207602508907j),(1.9074605838165368-0.33673090325687194j)
193,3.745332,1.0,(-0.0473097687536336-0.0039051899344418432j),(0.003230889528223177+0.004284982273265088j),(1.9491849341868657-0.2913438235693572j)
194,3.755691,1.0,(-0.04685378168245032-0.004846403618501802j),(0.002892538997343126+0.004268388363505422j),(1.9808563415362053-0.2448422566704057j)
195,3.766024,1.0,(-0.046157968933241554-0.005739864185164466j),(0.0025431118057518067+0.004231617629885667j),(2.002231216268838-0.19743220102804626j)
196,3.776332,1.0,(-0.045228317067036686-0.006582258576707006j),(0.0021842813792879784+0.004174952071414154j),(2.0131205438325352-0.14931876081476125j)
197,3.786614,1.0,(-0.044072116170381766-0.007370434239998114j),(0.0018178224124158705+0.00409877482124867j),(2.013387498745364-0.10071848775976155j)
198,3.796872,1.0,(-0.042697383454203534-0.008101792381058204j),(0.0014454257621155549+0.004003538084410664j),(2.0029517830267385-0.05183608580455912j)
199,3.807105,1.0,(-0.04111351719222241-0.00877384339004058j),(0.0010689053489556632+0.003889802708809966j),(1.9817900489074711-0.002890658559144388j)
200,3.817313,1.0,(-0.039330798738833245-0.009384526967119278j),(0.0006900489223171848+0.0037582102353932536j),(1.9499376675478428+0.04590342804100045j)
201,3.827497,1.0,(-0.03736023541236428-0.009932189414303093j),(0.0003106063621826955+0.0036094685318520344j),(1.9074836343284778+0.09433791143770665j)
202,3.837656,1.0,(-0.03521405712167595-0.010415397266471536j),(-6.76070373359062e-05+0.003444392967759842j),(1.8545835758281002+0.14219660383656385j)
203,3.847792,1.0,(-0.03290466181275925-0.010833226951334858j),(-0.00044290265686356247+0.0032638247435746114j),(1.7914345835838057+0.18928090184255375j)
204,3.857903,1.0,(-0.030446039082946064-0.01118490852367732j),(-0.0008134694178802944+0.0030687432967638818j),(1.7183149683239622+0.23537692049984482j)
205,3.867991,1.0,(-0.027851907153658297-0.011470189000866826j),(-0.0011776727172839055+0.002860119925194625j),(1.6355320994173872+0.28029452525646126j)
206,3.878055,1.0,(-0.02513726957739043-0.0116890377157734j),(-0.001533809020075787+0.0026390458878420694j),(1.5434705602814205+0.32383496886941265j)
207,3.888096,1.0,(-0.022317107494800592-0.011841808077369212j),(-0.001880293072916894+0.002406624907372616j),(1.442551497025593+0.36581495864075314j)
208,3.898113,1.0,(-0.01940736588593867-0.011929146236704881j),(-0.002215524253804332+0.0021640559026601123j),(1.3332670546488847+0.406049942416615j)
209,3.908108,1.0,(-0.016423451974063395-0.01195204354647515j),(-0.002538061837107789+0.001912510508419239j),(1.216125927424833+0.444375368562158j)
210,3.918079,1.0,(-0.013382198657744548-0.011911761773238745j),(-0.002846402930071593+0.0016532972924832106j),(1.0917299448020736+0.48061971175409357j)
211,3.928027,1.0,(-0.010299717239065614-0.011809881920941769j),(-0.0031392141466618072+0.0013876822633908017j),(0.9606899748399167+0.5146326977204937j)
212,3.937953,1.0,(-0.00719217289132417-0.011648235726965044j),(-0.003415238131349411+0.0011169555961979439j),(0.8236558522079446+0.54627311327292j)
213,3.947856,1.0,(-0.004076357930751911-0.011428942110544437j),(-0.003673244471361352+0.0008424806715086818j),(0.6813428031385917+0.5754040146362321j)
214,3.957738,1.0,(-0.0009680341948615776-0.011154310528678137j),(-0.003912170580841392+0.0005655520062595798j),(0.5344572048314572+0.6019083029887111j)
215,3.967597,1.0,(0.0021159462783474046-0.010826983137925388j),(-0.004130948885360071+0.000287582701211734j),(0.3837949950733288+0.6256694106270175j)
216,3.977433,1.0,(0.00515961348249841-0.010449774216922671j),(-0.0043286653514212885+9.929821725307203e-06j),(0.23015072586484098+0.6465893855708692j)
217,3.987248,1.0,(0.008147947132881646-0.010025612474950464j),(-0.0045045438374957-0.00026611125256700006j),(0.0743091017169239+0.6645860821278546j)
218,3.997041,1.0,(0.011065396762782237-0.009557713138182572j),(-0.004657852370757135-0.0005391745217093184j),(-0.08287972538361857+0.6795841062412589j)
219,4.006813,1.0,(0.013897502327588084-0.009049368505526827j),(-0.004788003349381422-0.0008079673599312983j),(-0.2405833862221694+0.6915244544587693j)
220,4.016563,1.0,(0.016629763415682824-0.008504107599550533j),(-0.004894490244284134-0.0010711683093278745j),(-0.39792768011945995+0.7003591608096601j)
221,4.026292,1.0,(0.019248879925620306-0.007925474791352253j),(-0.0049769444856737005-0.0013275418079495961j),(-0.5540658401464373+0.7060558491585669j)
222,4.035999,1.0,(0.021741695414825915-0.007317233704314576j),(-0.005035094664574727-0.0015758365627445772j),(-0.70811893176684+0.7085946252250056j)
223,4.045686,1.0,(0.024096565581928076-0.006683033836266262j),(-0.005068799757142004-0.001814922060362982j),(-0.8592599688605713+0.7079701197078488j)
224,4.055352,1.0,(0.02630187932581719-0.006026778360970227j),(-0.0050780158966118715-0.0020436386669948244j),(-1.0066237121077546+0.7041898878826675j)
225,4.064997,1.0,(0.028347142788058624-0.005352344682638956j),(-0.005062820377994602-0.002260909552672798j),(-1.1493750693610119+0.6972761540695459j)
226,4.074621,1.0,(0.030222803330215174-0.004663626257001545j),(-0.005023410204569747-0.0024657165219124566j),(-1.2866976538027046+0.6872638990032918j)
227,4.084225,1.0,(0.031920403987287536-0.003964451508750238j),(-0.004960081400145327-0.002657125104929464j),(-1.4178126528023731+0.6742010154780252j)
228,4.093808,1.0,(0.03343211574981194-0.003258770269226041j),(-0.004873255116025685-0.0028342309267567404j),(-1.5419414580153195+0.6581512368973326j)
229,4.103371,1.0,(0.03475147642718648-0.002550343512049254j),(-0.0047634469047705425-0.00299624080051101j),(-1.6583644787271052+0.6391881110230929j)
230,4.112915,1.0,(0.03587300680213391-0.0018428724786515747j),(-0.004631266763664422-0.003142431673850909j),(-1.7663959403005034+0.6173960904534571j)
231,4.122437,1.0,(0.036791871157638836-0.0011402765046788484j),(-0.004477490546267873-0.0032721049631023614j),(-1.8653474984449314+0.5928822619330518j)
232,4.131941,1.0,(0.037505017885620356-0.00044588231301974975j),(-0.004302881017307847-0.0033847429479160946j),(-1.954650781427386+0.5657487560594452j)
233,4.141424,1.0,(0.0380098862817574+0.00023660402839382707j),(-0.004108415397984679-0.0034798234419835196j),(-2.0337141129061362+0.5361263948337819j)
234,4.150888,1.0,(0.03830537061184256+0.0009039460729040377j),(-0.0038950646292832936-0.0035569688615441106j),(-2.102045407699553+0.5041432064076954j)
235,4.160332,1.0,(0.03839131650421703+0.001552844149651773j),(-0.0036639493073600347-0.0036158639141722253j),(-2.159182281579307+0.46994666679287334j)
236,4.169757,1.0,(0.03826871576407504+0.0021802859528745515j),(-0.00341622187066779-0.003656297591577652j),(-2.20473446816911+0.4336868111163935j)
237,4.179163,1.0,(0.037939610053873495+0.0027833589931869473j),(-0.003153130002642371-0.0036781440340795625j),(-2.238365122273618+0.39552613863976227j)
238,4.188549,1.0,(0.03740718999174241+0.0033592679814778647j),(-0.0028760219457276645-0.0036813703913335426j),(-2.2597994002331836+0.35563984466861864j)
239,4.197917,1.0,(0.03667551466716995+0.003905591185294812j),(-0.002586216929022882-0.003666038133476515j),(-2.268834550457847+0.3141981720273388j)
240,4.207266,1.0,(0.0357498438357163+0.004419919795497192j),(-0.002285179151360479-0.003632297781356158j),(-2.2653277294689316+0.27139034427149733j)
241,4.216596,1.0,(0.03463637399887681+0.004900121039427611j),(-0.001974391242936085-0.003580395550233889j),(-2.249207833088159+0.22740818821049036j)
242,4.225907,1.0,(0.03334226876006064+0.005344273085555298j),(-0.001655377899674221-0.0035106658337139725j),(-2.220473703472069+0.18244828737501262j)
243,4.235199,1.0,(0.03187560847411892+0.00575068843708358j),(-0.0013296979361075954-0.0034235328882239956j),(-2.1791941100093+0.13671152193845681j)
244,4.244473,1.0,(0.030245141963623316+0.006117918906005893j),(-0.000998899854820098-0.003319494243174949j),(-2.125503131140535+0.090398127924458j)
245,4.253729,1.0,(0.028460593359787654+0.006444733778038126j),(-0.0006645867833707484-0.003199137971833593j),(-2.0596060279982504+0.04371437287082147j)
246,4.262967,1.0,(0.02653242636869805+0.0067301009122559576j),(-0.00032837406110607916-0.00306313366033337j),(-1.981779588982838-0.003129855882469945j)
247,4.272186,1.0,(0.024472069272625175+0.006973228847075167j),(8.081984085513876e-06-0.002912244100931935j),(-1.8923784944473834-0.04992038650348585j)
248,4.281387,1.0,(0.022291134860565377+0.007173591220372012j),(0.0003432024894506838-0.002747274392587752j),(-1.79180809887134-0.09645168702479512j)
249,4.290571,1.0,(0.020001779338173726+0.00733089614086513j),(0.0006754175815380068-0.00256909224875978j),(-1.6805337417730248-0.1425200353268905j)
250,4.299737,1.0,(0.017617149985045648+0.007445034512597872j),(0.0010031036417890058-0.002378667071717356j),(-1.5591081054074-0.18791286976048144j)
251,4.308884,1.0,(0.01515088097737093+0.007516151171623714j),(0.0013246647469487526-0.0021770333436079157j),(-1.4281492584597182-0.23242080406229199j)
252,4.318015,1.0,(0.012615879034264896+0.007544631369365038j),(0.001638676851285733-0.001965188492984509j),(-1.2882744253663363-0.27585728044052144j)
253,4.327128,1.0,(0.010026695677673936+0.007531044267158041j),(0.0019435810947168116-0.001744290254502357j),(-1.140228093769049-0.3180156596198974j)
254,4.336223,1.0,(0.007397574693722442+0.007476192150980383j),(0.002237936572424187-0.0015154956185206966j),(-0.9847785070494437-0.3587047767766308j)
255,4.345301,1.0,(0.004742601732626774+0.007381064502207538j),(0.0025203878365690838-0.001279972306550654j),(-0.8227234851071571-0.3977435901812141j)
256,4.354362,1.0,(0.002076218116174414+0.007246850453359843j),(0.002789604634968928-0.0010389428487994892j),(-0.6549201801028653-0.4349533430164225j)
257,4.363406,1.0,(-0.0005871377911261976+0.007074924086775655j),(0.003044322935538698-0.0007936550208261119j),(-0.48226525288679395-0.47016300229973096j)
258,4.372432,1.0,(-0.0032328175275697+0.0068668614874827j),(0.003283325131098006-0.0005454026547970476j),(-0.30570972129647855-0.5032064139843212j)
259,4.381442,1.0,(-0.005847208217999181+0.006624333094764678j),(0.0035055496164836135-0.0002954088218772317j),(-0.12617529053924284-0.5339375098305619j)
260,4.390436,1.0,(-0.008416334144832059+0.006349200790567543j),(0.0037099596357653675-4.495692037354189e-05j),(0.05535366913356607-0.5622118318555147j)
261,4.399411,1.0,(-0.010925682342762416+0.006043572463228835j),(0.00389554506820572+0.00020458717272410314j),(0.2378117724505872-0.587887381463016j)
262,4.40837,1.0,(-0.01336281245734482+0.005709494282815117j),(0.004061519737512328+0.000452032234390816j),(0.4202417141763836-0.6108515901887421j)
263,4.417314,1.0,(-0.01571512117046433+0.00534917500937744j),(0.0042071351741461704+0.0006961437779421751j),(0.6016377645661197-0.6309952683416362j)
264,4.426241,1.0,(-0.01796971676235702+0.004965048749597089j),(0.004331694581732111+0.0009356259489469577j),(0.7809303133021306-0.6482153008304431j)
265,4.435151,1.0,(-0.02011483947280458+0.0045595661686207555j),(0.004434642520289851+0.0011692653068657126j),(0.9570941136414105-0.6624265213398177j)
266,4.444045,1.0,(-0.02213959153679443+0.004135202478843596j),(0.004515537874396493+0.0013959065669326926j),(1.1291323007954364-0.6735578578952792j)
267,4.452923,1.0,(-0.024033495376342077+0.0036945386443570745j),(0.004574027634841253+0.0016144060563979125j),(1.296042769525335-0.6815498660959906j)
268,4.461784,1.0,(-0.025786625392597084+0.003240252251761294j),(0.004609868492270247+0.0018236424300202949j),(1.456825630526688-0.6863568719634232j)
269,4.47063,1.0,(-0.027390430829254766+0.0027749014675604615j),(0.004622932285742414+0.002022613044336057j),(1.610561759064836-0.6879482552042249j)
270,4.47946,1.0,(-0.028836600575351118+0.002301213536614017j),(0.004613192261079888+0.0022103004410787296j),(1.756308562747496-0.6863059418655365j)
271,4.488274,1.0,(-0.030117895028670325+0.001821866680633568j),(0.00458073267209045+0.002385771337643963j),(1.8931793477961212-0.681427177657976j)
272,4.497072,1.0,(-0.031227991050250953+0.0013395319063248797j),(0.004525751085394208+0.0025481584638123384j),(2.020330041201962-0.6733238590287833j)
273,4.505855,1.0,(-0.0321615973026097+0.000856804138095166j),(0.004448539926617185+0.0026966791328869575j),(2.1369773901153573-0.6620210001740802j)
274,4.514621,1.0,(-0.032914086047013555+0.00037639864322950374j),(0.004349526671240779+0.0028305743840927222j),(2.242351184240552-0.6475618492707056j)
275,4.523373,1.0,(-0.033482260542642285-9.929519382928206e-05j),(0.004229190873868999+0.002949240500832112j),(2.3357989069760903-0.6299960065940269j)
276,4.532108,1.0,(-0.033863466647327305-0.0005676150857302778j),(0.004088187898202072+0.003052066633599752j),(2.41666218073829-0.6093986978793677j)
277,4.540829,1.0,(-0.03405638569186721-0.0010262987085898863j),(0.003927182179216732+0.0031386015445235465j),(2.4844079600096154-0.5858462610875038j)
278,4.549534,1.0,(-0.03406051839678097-0.001472910504022633j),(0.00374701791022916+0.0032084219456718806j),(2.538526582659553-0.5594403240370768j)
279,4.558224,1.0,(-0.03387645408058605-0.0019052652891410515j),(0.0035485761722440774+0.003261221990915706j),(2.5786054486414196-0.5302883052169188j)
280,4.566899,1.0,(-0.03350575958240268-0.0023212286581093646j),(0.003332843277504363+0.003296773729225417j),(2.604299331159243-0.4985133269990696j)
281,4.575559,1.0,(-0.032951013899762634-0.0027187924870416018j),(0.0031008903343836135+0.0033149397220722573j),(2.6153407979466965-0.46425047333651037j)
282,4.584204,1.0,(-0.032215763776477314-0.0030960632954950837j),(0.002853865062746851+0.0033156733166282513j),(2.6115436539975514-0.42764805115444415j)
283,4.592834,1.0,(-0.03130453263526369-0.0034512916338634344j),(0.002592988587799701+0.003299018104323673j),(2.592803477108036-0.38886494683741624j)
284,4.60145,1.0,(-0.030222634932367817-0.0037828941464479685j),(0.0023195156798273193+0.003265102855473277j),(2.559095452222907-0.3480668680328429j)
285,4.610051,1.0,(-0.02897653324421447-0.0040893688284684435j),(0.0020348247167651296+0.0032141523141466415j),(2.510484630831511-0.3054383382975898j)
286,4.618637,1.0,(-0.027573458001071558-0.004369401711982717j),(0.001740318997690143+0.0031464790292399375j),(2.447120168868543-0.26116961897028446j)
287,4.627208,1.0,(-0.026021468630189313-0.004621831431863447j),(0.0014374488275388736+0.003062480880674928j),(2.3692364168393083-0.2154596343848515j)
288,4.635765,1.0,(-0.024329205184758763-0.004845693306794367j),(0.001127667018108677+0.002962627795977232j),(2.277139978138476-0.168509300549335j)
289,4.644308,1.0,(-0.02250620475041121-0.005040148357098979j),(0.0008124970547988091+0.002847479343491691j),(2.1712275274576873-0.12053203147364033j)
290,4.652836,1.0,(-0.02056292231414245-0.005204503077561603j),(0.0004935247527511649+0.0027176894315794394j),(2.0519928552468167-0.07175347895662221j)
291,4.66135,1.0,(-0.018510001801414676-0.005338272595524648j),(0.00017228075515483604+0.0025739585575778687j),(1.9199833908550672-0.022393285293974108j)
292,4.66985,1.0,(-0.016358872185145992-0.005441123693228625j),(-0.00014965443947606019+0.0024170728257412984j),(1.7758352777804054+0.02731918079856266j)
293,4.678335,1.0,(-0.01412173727509635-0.005512874973973148j),(-0.0004706592148942822+0.002247905064472189j),(1.6202789448226018+0.07714501392875978j)
294,4.686807,1.0,(-0.011810450521393661-0.005553534778003797j),(-0.0007892294825277116+0.002067330987596881j),(1.4540606311527704+0.12686052283230104j)
295,4.695264,1.0,(-0.009438318985124282-0.005563255649286618j),(-0.0011037202339069375+0.0018763676325421477j),(1.2780695017622563+0.176217303151536j)
296,4.703709,1.0,(-0.00701756216867221-0.005542348600572745j),(-0.0014126919099991663+0.0016759720033347669j),(1.0931557432938195+0.2249955157924711j)
297,4.712138,1.0,(-0.004562637066791079-0.00549130055555146j),(-0.0017144734852461328+0.0014673139925781746j),(0.9003795046891084+0.2729355746420593j)
298,4.720554,1.0,(-0.002086158406019019-0.00541072226597592j),(-0.002007682383004738+0.0012514371586527634j),(0.700700599045688+0.3198200855996599j)
299,4.728956,1.0,(0.0003980094048115024-0.0053013909116819725j),(-0.0022908322974404703+0.001029518422935641j),(0.4952169080521996+0.3654114081259067j)
300,4.737344,1.0,(0.00287626760633313-0.005164220783064635j),(-0.0025625208032776844+0.0008027403144993613j),(0.28504680282150563+0.40948164055807956j)
301,4.745719,1.0,(0.005335360176479139-0.005000235865164475j),(-0.0028214302685635457+0.00057228079848576j),(0.07132013051661804+0.4518128341990975j)
302,4.754081,1.0,(0.007761847856898925-0.004810602478999407j),(-0.003066269398098447+0.000339362765790116j),(-0.14477766756042382+0.4921875343422356j)
303,4.762429,1.0,(0.010142194903009962-0.004596631070397048j),(-0.003295785843825076+0.00010524779945513522j),(-0.36200992907460916+0.5303908017631731j)
304,4.770764,1.0,(0.012463706067108915-0.004359696530430316j),(-0.003508859974986626-0.0001288524539852957j),(-0.5791733762917604+0.5662248879362688j)
305,4.779086,1.0,(0.01471371243137507-0.004101294823443633j),(-0.0037044169799848262-0.00036170121247446j),(-0.7950274667985114+0.5994964981219083j)
306,4.787393,1.0,(0.016879434073289526-0.003823089100825879j),(-0.0038814281711170417-0.0005920135992650387j),(-1.0082758473085363+0.6300150461967831j)
307,4.795688,1.0,(0.0189498617971785-0.0035266547307682703j),(-0.004039061306258683-0.0008186592455065398j),(-1.2177529770476603+0.657619594583964j)
308,4.80397,1.0,(0.020913437766387648-0.0032137770872148743j),(-0.004176485746503822-0.0010404166028453485j),(-1.4221998446119053+0.6821462208853708j)
309,4.812239,1.0,(0.022759467454660124-0.0028862648935548737j),(-0.004292994151901007-0.0012561197045791602j),(-1.6203988336302682+0.7034466909249214j)
310,4.820494,1.0,(0.02447768823474928-0.002546029452067888j),(-0.004387967102754191-0.0014646103403181023j),(-1.8111338540360267+0.721384793458935j)
311,4.828737,1.0,(0.02605914760245695-0.002194898350035551j),(-0.004460924463347706-0.0016648462150176675j),(-1.9932878530062266+0.7358453628266396j)
312,4.836967,1.0,(0.02749500485948464-0.0018348600067423517j),(-0.004511456459629743-0.0018557523810374434j),(-2.165711623897966+0.7467213821607528j)
313,4.845183,1.0,(0.02877728902223353-0.0014679179261670038j),(-0.004539275083919432-0.0020363108213886727j),(-2.327303816806679+0.7539227441873705j)
314,4.853388,1.0,(0.02989942935919726-0.0010959212481715266j),(-0.004544206893429202-0.0022056431991380656j),(-2.4770909304952706+0.7573794742308959j)
315,4.861579,1.0,(0.030854863867026985-0.0007209802505082778j),(-0.004526183828988825-0.002362804922746358j),(-2.614041436888352+0.757033508691394j)
316,4.869758,1.0,(0.031638593149054144-0.00034498156264672604j),(-0.004485248774915946-0.002507018867398029j),(-2.737278187786572+0.7528468850744706j)
317,4.877924,1.0,(0.03224619039755357+3.0076886644367167e-05j),(-0.004421561889423487-0.0026375185538862586j),(-2.8459414729556034+0.7447988784315226j)
318,4.886078,1.0,(0.03267435886340168+0.00040232122114694865j),(-0.004335385580935061-0.0027536463695357867j),(-2.9392735140553263+0.7328851505153968j)
319,4.894219,1.0,(0.032920633742222996+0.0007698108570755152j),(-0.004227109399589605-0.0028547906089833666j),(-3.0165721535088297+0.7171231228754423j)
320,4.902348,1.0,(0.03298362882633722+0.0011307503055464692j),(-0.0040972097432549395-0.00294044511932338j),(-3.077239500535859+0.6975441839250394j)
321,4.910464,1.0,(0.03286290379406714+0.0014833041639217574j),(-0.003946300100918198-0.0030101656201220557j),(-3.1207494637975906+0.6742038277084726j)
322,4.918569,1.0,(0.032558965522629324+0.00182584115785955j),(-0.0037750422067932567-0.0030636178429214764j),(-3.146682258119159+0.647166550273829j)
323,4.92666,1.0,(0.03207348537485264+0.0021565736679936874j),(-0.003584303022657264-0.0031005180177844024j),(-3.1546978033394018+0.6165321338847j)
324,4.934741,1.0,(0.03140873270602235+0.002474087041858226j),(-0.003374888277151955-0.0031207078802612397j),(-3.1445639287917353+0.5823934722228458j)
325,4.942808,1.0,(0.030568526724070153+0.0027767382886303114j),(-0.0031478953733166306-0.003124089597076966j),(-3.1161499954440908+0.5448927625355395j)
326,4.950863,1.0,(0.029557161232937692+0.0030632060207636904j),(-0.0029043589844874296-0.00311067217815898j),(-3.0694230223669168+0.5041661077041307j)
327,4.958907,1.0,(0.028379846249757007+0.0033322085586204183j),(-0.002645414844329977-0.0030805415722368846j),(-3.0044456658919048+0.46036973789028046j)
328,4.966938,1.0,(0.02704316074496549+0.0035824885348421627j),(-0.002372376205913406-0.0030338857407006085j),(-2.9214090466214557+0.4136918816886367j)
329,4.974957,1.0,(0.025554109028834975+0.0038129786938900993j),(-0.002086534589478971-0.0029709704108131104j),(-2.8205869765902087+0.36432288665567447j)
330,4.982965,1.0,(0.02392046321192767+0.004022720754936847j),(-0.001789242304488186-0.0028921391673300814j),(-2.702348149694571+0.3124663755314526j)
331,4.990961,1.0,(0.02215117610639866+0.004210813788049369j),(-0.0014819865593643069-0.002797839210867242j),(-2.5671918896997634+0.258354311548726j)
332,4.998945,1.0,(0.020255773374442593+0.0043765013624472455j),(-0.001166273924509009-0.002688591735039222j),(-2.4157077799024163+0.2022265080813761j)
333,5.006917,1.0,(0.01824447334784072+0.004519147118758376j),(-0.0008436583743680365-0.002564999183197236j),(-2.248584550836967+0.1443367251284845j)
334,5.014878,1.0,(0.01612786989806788+0.004638249409975201j),(-0.0005156922209072989-0.0024277205230807068j),(-2.066583537906279+0.08494278886059015j)
335,5.022827,1.0,(0.013917658631233886+0.004733390057204604j),(-0.00018404162142625667-0.002277521372581351j),(-1.8706036052157482+0.02432933341737753j)
336,5.030764,1.0,(0.01162581702202695+0.004804296886260373j),(0.00014964224618092017-0.002115220782933777j),(-1.6616121556150472-0.03721633948105174j)
337,5.038691,1.0,(0.009264179708566243+0.004850821851260739j),(0.0004837764766765076-0.0019416570145635976j),(-1.4406044822761443-0.0994135274188317j)
338,5.046605,1.0,(0.006846464252929815+0.004872906366350192j),(0.0008165583535400467-0.0017578368982870893j),(-1.2087942926260988-0.16193429831932138j)
339,5.054508,1.0,(0.004385228043664168+0.004870639902026184j),(0.0011463948507694777-0.0015647114475459104j),(-0.9673294188404035-0.2244836029429916j)
340,5.0624,1.0,(0.001893882495602221+0.004844207966097281j),(0.0014716157304791818-0.0013633241630773777j),(-0.7174813648660286-0.28674524247423927j)
341,5.070281,1.0,(-0.000613966514739027+0.004793913064581898j),(0.0017905654200473767-0.0011547626134495786j),(-0.4605837023226974-0.3483990584315051j)
342,5.078149,1.0,(-0.0031239514128080883+0.00472018524870035j),(0.002101533605981319-0.0009402077694318742j),(-0.19809345613545545-0.4091070915194053j)
343,5.086007,1.0,(-0.0056232535988947055+0.004623517184124693j),(0.00240303943642104-0.0007207365200906704j),(0.06865106572518122-0.46856921155964815j)
344,5.093854,1.0,(-0.00809780616964219+0.0045045346901154875j),(0.002693481401378565-0.0004975594893808613j),(0.3381386586115043-0.5264543288155442j)
345,5.101689,1.0,(-0.010533646529802947+0.00436397062677598j),(0.002971310305565326-0.00027190881864871925j),(0.6088233174511427-0.582434507627641j)
346,5.109514,1.0,(-0.012917917065043966+0.004202595752258525j),(0.003235136920188923-4.4943200321913496e-05j),(0.8792382948561634-0.6362064975311151j)
347,5.117328,1.0,(-0.015237068499233888+0.004021318846757087j),(0.0034835277221982306+0.0001820855125295948j),(1.1477964089256267-0.6874504585155393j)
348,5.12513,1.0,(-0.017477891658836536+0.0038211414540729595j),(0.0037151244718561702+0.0004079257753655532j),(1.4129036690387486-0.73585526576129j)
349,5.132922,1.0,(-0.019628429466708387+0.003603059465101661j),(0.003928734339243269+0.0006314190704890773j),(1.6730686097309748-0.7811355939101743j)
350,5.140702,1.0,(-0.021676048161935416+0.0033682450621632513j),(0.004123132761036689+0.0008513049187531092j),(1.9266749498158473-0.8229925736660664j)
351,5.148472,1.0,(-0.023609705637730856+0.0031178239615268057j),(0.0042972875998640615+0.0010664562235546296j),(2.1722574854272714-0.861161724373581j)
352,5.156231,1.0,(-0.02541815723674896+0.0028530510830880496j),(0.004450186876066735+0.001275687611097249j),(2.408278547469188-0.8953737059857274j)
353,5.16398,1.0,(-0.027091262362119485+0.002575180733922793j),(0.004580958099448316+0.0014778989053179368j),(2.6332995189635073-0.9253846448013756j)
354,5.171717,1.0,(-0.02861895674908417+0.002285603638556185j),(0.004688786896438533+0.0016719520676660425j),(2.8458388916562845-0.9509536869633689j)
355,5.179444,1.0,(-0.029992744293778385+0.0019856115032412607j),(0.004773026085980943+0.0018568536228675656j),(3.04458300380406-0.9718727277763012j)
356,5.18716,1.0,(-0.031204328460185372+0.0016766284040698937j),(0.004833102063895089+0.002031586165285598j),(3.228195220384175-0.9879426641523685j)
357,5.194866,1.0,(-0.032246603819954214+0.0013600221052307954j),(0.00486857325491607+0.002195232235290721j),(3.3954588013720377-0.9989878185912469j)
358,5.202561,1.0,(-0.03311305183695085+0.001037258232146573j),(0.004879107351892291+0.002346892050677762j),(3.5451883832431563-1.0048517193140922j)
359,5.210246,1.0,(-0.03379833450897376+0.0007097270257672386j),(0.0048644986020516786+0.0024857705737819378j),(3.6763249134058613-1.0054015703989376j)
360,5.21792,1.0,(-0.03429786446106562+0.00037890251382845903j),(0.004824665561360548+0.002611104812668094j),(3.787864385529221-1.0005280303564776j)
361,5.225585,1.0,(-0.03460822430442045+4.6130550301897496e-05j),(0.004759634834652108+0.0027222533307616147j),(3.878944036782039-0.9901441506800938j)
362,5.233237,1.0,(-0.03472678854471807-0.0002870007356036886j),(0.004669612505534388+0.002818566858560993j),(3.948736870158281-0.9741970799532808j)
363,5.24088,1.0,(-0.03465217984894215-0.0006192617717754956j),(0.004554848321940631+0.002899584370118224j),(3.9966112522247617-0.9526468947199255j)
364,5.248513,1.0,(-0.03438389403007602-0.0009492248534417823j),(0.004415764989359184+0.002964857660297805j),(4.021995924980659-0.9254885404818058j)
365,5.256136,1.0,(-0.03392249691437355-0.0012755458222934862j),(0.004252899483475298+0.003014039182670918j),(4.024448720199814-0.8927431075092392j)
366,5.263749,1.0,(-0.03326960633943978-0.0015969044600459585j),(0.004066910710231689+0.003046867529974302j),(4.003652780533171-0.8544593481601145j)
367,5.271351,1.0,(-0.03242799503033651-0.0019119692767471485j),(0.003858605326571927+0.003063168067522205j),(3.959426753956708-0.810721963746544j)
368,5.278944,1.0,(-0.03140112421908957-0.0022195828524928978j),(0.003628824333461453+0.003062863105394638j),(3.891699380767474-0.7616269553351097j)
369,5.286525,1.0,(-0.030194145572990903-0.002518431019103278j),(0.003378671430499412+0.0030459634458316898j),(3.8005751284945215-0.7073299578034412j)
370,5.294097,1.0,(-0.028812311449949092-0.0028074859177397663j),(0.003109169647944959+0.0030125629671169454j),(3.6862289382722-0.6479761661719494j)
371,5.301659,1.0,(-0.027262436991056835-0.0030856039900230984j),(0.0028215729823782626+0.0029628497972922505j),(3.5490127619034495-0.5837671571365675j)
372,5.309211,1.0,(-0.025552140121913067-0.003351754022852936j),(0.0025172049630514484+0.0028971004069854294j),(3.389400125381037-0.5149247586772787j)
